CUSTOMERID,FAMILYNAME,GIVENNAME,DATEOFBIRTH,CITY,COUNTRY,POSTALCODE,CELLCOUNTRYCODE,PHONECOUNTRYCODE,CERTIFICATEEXPIRYDATE,CERTIFICATEISSUER,CERTIFICATETYPE,LASTMAINTENANCETELLERID,REGISTRATIONDATE,CUSTOMERTYPE,NATIONALITY,GENDER,ETHNICGROUP,OCCUPATION,EMAIL,ISBILLINGORG,ISMERCHANT
2495,Zhou,Jeffry,25/8/2000 0:00,None,None,579979,65,65,31/12/2099,None,IC number,API,21/1/2025 0:00,100,Prefer to not say,Male,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2496,Zhou,Jeffry,25/8/2000 0:00,None,None,556430,65,65,31/12/2099,None,IC number,API,21/1/2025 0:00,100,Prefer to not say,Male,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2497,YAP,SHUN LER,6/5/2000 0:00,Sengkang,Singapore,543282,65,65,31/12/2099,199,IC number,API,22/1/2025 0:00,100,199,Male,199,Student,shunler.yap.2022@scis.smu.edu.sg,FALSE,FALSE
2498,Lum,Wen Xiang,3/9/1999 0:00,Singapore,Singapore,570330,65,65,31/12/2099,199,IC number,API,22/1/2025 0:00,100,199,Male,199,None,wxlum.2022@scis.smu.edu.sg,FALSE,FALSE
2499,Lum,Wen Xiang,3/9/1999 0:00,Singapore,Singapore,570233,65,65,31/12/2099,199,IC number,API,22/1/2025 0:00,100,199,Male,199,None,wxlum.2022@scis.smu.edu.sg,FALSE,FALSE
2500,Ye di,Joe,1/7/1988 0:00,Yishun,Singapore,776098,65,65,31/12/2099,199,IC number,API,22/1/2025 0:00,100,199,Female,199,ADVERTISING MODEL,joeye.2021@scis.smu.edu.sg,FALSE,FALSE
2501,Al,Maliki,2/1/2000 0:00,None,None,123456,65,65,31/12/2099,None,IC number,API,22/1/2025 0:00,100,Prefer to not say,Male,Prefer to not say,PROFESSOR,muhammadm.2022@scis.smu.edu.sg,FALSE,FALSE
2502,Al,Maliki,1/1/2000 0:00,None,Singapore,123456,65,65,31/12/2099,199,IC number,API,22/1/2025 0:00,100,199,Male,199,PROFESSOR,muhammadm.2022@scis.smu.edu.sg,FALSE,FALSE
2503,Zhou,Jeffry,25/8/2000 0:00,None,None,600000,65,65,31/12/2099,None,IC number,API,22/1/2025 0:00,100,Prefer to not say,Male,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2504,Ye di,Joe,1/11/2000 0:00,Marine Parade,Singapore,767791,65,65,31/12/2099,199,IC number,API,22/1/2025 0:00,100,199,Female,199,ADVERTISING MODEL,joeye.2021@scis.smu.edu.sg,FALSE,FALSE
2505,See,Nathaniel,13/3/1980 0:00,Downtown Core,Singapore,801234,65,65,31/12/2099,199,IC number,API,22/1/2025 0:00,100,199,Male,199,ABBOT,natseew@gmail.com,FALSE,FALSE
2506,Al,Maliki,1/1/2000 0:00,None,Singapore,123456,65,65,31/12/2099,199,IC number,API,22/1/2025 0:00,100,199,Male,199,PROFESSOR,muhammadm.2022@scis.smu.edu.sg,FALSE,FALSE
2507,None,smubank,1/1/1900 0:00,None,None,123456,65,65,31/12/2099,None,IC number,API,22/1/2025 0:00,200,Prefer to not say,Prefer to not say,Prefer to not say,None,custy1@scis.smu.edu.sg,FALSE,FALSE
2508,Two,Member,1/1/2000 0:00,None,None,181818,65,65,31/12/2099,None,IC number,API,22/1/2025 0:00,100,Prefer to not say,Female,Prefer to not say,None,member2_lab1@gmail.com,FALSE,FALSE
2509,Robber,Bank,15/1/2001 0:00,None,None,1,65,65,31/12/2099,None,IC number,API,22/1/2025 0:00,100,Prefer to not say,Male,Prefer to not say,CLADDING WALL ERECTOR,williamtanjuinwei@gmail.com,FALSE,FALSE
2510,How,Alison,19/4/2001 0:00,None,None,123456,65,65,31/12/2099,None,IC number,API,22/1/2025 0:00,100,Prefer to not say,Female,Prefer to not say,None,alison.how.2021@scis.smu.edu.sg,FALSE,FALSE
2511,customer_member1,Customer_member1,22/1/2003 0:00,Downtown Core,Singapore,277973,65,65,31/12/2099,199,IC number,API,22/1/2025 0:00,100,199,Male,199,ACCOUNTING ANALYST (EXCLUDING TAX),random@gmail.com,FALSE,FALSE
2512,Family Name,Wei Xuan,22/1/2003 0:00,None,None,123456,65,65,31/12/2099,None,IC number,API,22/1/2025 0:00,100,Prefer to not say,Male,Prefer to not say,None,wxchin.2022@scis.smu.edu.sg,FALSE,FALSE
2513,Gui,Jia Qing,6/9/2024 0:00,Woodlands,Singapore,712308,65,65,31/12/2099,199,IC number,API,22/1/2025 0:00,100,199,Male,199,Student,jiaqing.gui.2022@scis.smu.edu.sg,FALSE,FALSE
2514,Kai Ern,Kai Ern,22/1/2000 0:00,Punggol,Singapore,821169,65,65,31/12/2099,199,IC number,API,22/1/2025 0:00,100,199,Male,199,Student,tke4974652@gmail.com,FALSE,FALSE
2515,Gui,Jia Qing,1/1/2000 0:00,Singapore,Singapore,123456,65,65,31/12/2099,199,IC number,API,22/1/2025 0:00,100,199,Male,199,None,jiaqing.gui.2022@scis.smu.edu.sg,FALSE,FALSE
2516,man,jiahao,2/3/2001 0:00,None,None,123456,65,65,31/12/2099,None,IC number,API,22/1/2025 0:00,100,Prefer to not say,Male,Prefer to not say,None,jiahao.man.2022@scis.smu.edu.sg,FALSE,FALSE
2517,Qiu,Linhan,27/4/2000 0:00,None,None,821438,65,65,31/12/2099,None,IC number,API,22/1/2025 0:00,100,Prefer to not say,Female,Prefer to not say,None,linhan.qiu.2022@scis.smu.edu.sg,FALSE,FALSE
2518,toh,denzel,19/12/1999 0:00,None,None,123456,65,65,31/12/2099,None,IC number,API,22/1/2025 0:00,100,Prefer to not say,Male,Prefer to not say,None,custyretail1@scis.smu.edu.sg,FALSE,FALSE
2519,Lim,Hang hang ,24/5/2000 0:00,None,None,460121,65,65,31/12/2099,None,IC number,API,22/1/2025 0:00,100,Prefer to not say,Male,Prefer to not say,None,jhlim.2022@scis.smu.edu.sg,FALSE,FALSE
2520,Ong,Han Wei,4/3/2000 0:00,None,None,669557,65,65,31/12/2099,None,IC number,API,22/1/2025 0:00,100,Prefer to not say,Male,Prefer to not say,None,hanwei.ong.2022@scis.smu.edu.sg,FALSE,FALSE
2521,Zheng,Yuting,23/12/2000 0:00,Woodlands,Singapore,350123,6591234567,6591234567,31/12/2099,199,IC number,API,22/1/2025 0:00,100,199,Female,199,Student,ytzheng.2022@scis.smu.edu.sg,FALSE,FALSE
2522,Tan,Nicholas,7/3/2000 0:00,Orchard Road,Singapore,238801,65,65,31/12/2099,199,IC number,API,22/1/2025 0:00,100,199,Male,199,None,xyukimiku@gmail.com,FALSE,FALSE
2523,Dinomaniam,Anan,21/3/2002 0:00,Singapore,Singapore,123456,65,65,31/12/2099,199,IC number,API,22/1/2025 0:00,100,199,Male,199,Student,anandm.2022@scis.smu.edu.sg,FALSE,FALSE
2524,Yeo,Jun Wei,25/11/2000 0:00,Geylang,Singapore,560444,65,65,31/12/2099,199,IC number,API,22/1/2025 0:00,100,199,Female,199,AIKIDO INSTRUCTOR,junwei.yeo.2022@scis.smu.edu.sg,FALSE,FALSE
2525,Vinod,Saieesh,1/1/1997 0:00,None,None,188065,65,65,31/12/2099,None,IC number,API,22/1/2025 0:00,100,Prefer to not say,Male,Prefer to not say,Student,saieeshv.2022@scis.smu.edu.sg,FALSE,FALSE
2526,liew123,martin086,22/1/2000 0:00,None,None,123456,65,65,31/12/2099,None,IC number,API,22/1/2025 0:00,100,Prefer to not say,Male,Prefer to not say,None,martin.liu.2021@scis.smu.edu.sg,FALSE,FALSE
2527,Leow,Gerald,10/2/1999 0:00,None,Singapore,760410,65,65,31/12/2099,199,IC number,API,22/1/2025 0:00,100,199,Male,199,BUSINESS PROJECT MANAGER,gerald.leow.2022@scis.smu.edu.sg,FALSE,FALSE
2528,Zheng,Yuting,1/1/2000 0:00,Bukit Timah,Singapore,350120,65,65,31/12/2099,None,IC number,API,22/1/2025 0:00,100,Singapore,Female,Singapore,student,ytzheng.2022@scis.smu.edu.sg,FALSE,FALSE
2529,Tan,Chin Ler,14/12/2003 0:00,Woodlands,Singapore,684687,65,65,31/12/2099,199,IC number,API,22/1/2025 0:00,100,Singapore,Female,Singapore,Student,chinler.tan.2022@scis.smu.edu.sg,FALSE,FALSE
2530,Prince,Awesome,31/10/2000 0:00,Orchard Road,Singapore,178902,65,65,31/12/2099,199,IC number,API,22/1/2025 0:00,100,199,Male,199,AGRICULTURIST,chihao.seah.2022@scis.smu.edu.sg,FALSE,FALSE
2531,Lee,Gwen,6/12/2003 0:00,Hougang,Singapore,512123,65,65,31/12/2099,199,IC number,API,22/1/2025 0:00,100,199,Female,199,ARTIST (PAINTING),ziyou.foo.2022@scis.smu.edu.sg,FALSE,FALSE
2532,Tan,Yang Fu,2/2/2001 0:00,Woodlands,Singapore,730123,65,65,31/12/2099,199,IC number,API,22/1/2025 0:00,100,199,Male,199,Student,yangfu.tan.2022@scis.smu.edu.sg,FALSE,FALSE
2533,toh,denzel,19/12/1999 0:00,None,None,123456,65,65,31/12/2099,None,IC number,API,22/1/2025 0:00,100,Prefer to not say,Male,Prefer to not say,None,denzel.toh.2022@scis.smu.edu.sg,FALSE,FALSE
2534,Dinomaniam,Anan,5/6/1985 0:00,None,Singapore,123456,65,65,31/12/2099,199,IC number,API,22/1/2025 0:00,100,199,Male,199,Student,anandm.2022@scis.smu.edu.sg,FALSE,FALSE
2546,Zhou,Jeffry,25/8/2000 0:00,None,None,600000,65,65,31/12/2099,None,IC number,API,24/1/2025 0:00,100,Prefer to not say,Male,Prefer to not say,None,jeffryzhou.2021@scis.smu.edu.sg,FALSE,FALSE
2547,Suuu,Boossku,10/2/2000 0:00,Singapore,Singapore,232312,65,65,31/12/2099,199,IC number,API,24/1/2025 0:00,100,199,Male,199,ADVANCED SOFTWARE ENGINEER,sean.teo.2021@scis.smu.edu.sg,FALSE,FALSE
2548,hee,joseph,1/7/2000 0:00,Singapore,Singapore,760360,65,65,31/12/2099,199,IC number,API,24/1/2025 0:00,100,199,Male,199,ABBOT,joseph.hee.2021@smu.edu.sg,FALSE,FALSE
2549,hee,joseph,1/7/2000 0:00,Singapore,Singapore,760360,65,65,31/12/2099,199,IC number,API,24/1/2025 0:00,100,199,Male,199,ABBOT,joseph.hee.2021@smu.edu.sg,FALSE,FALSE
2550,hee,joseph,1/7/2000 0:00,None,None,760360,65,65,31/12/2099,None,IC number,API,24/1/2025 0:00,100,Prefer to not say,Male,Prefer to not say,ABBOT,joseph.hee.2021@smu.edu.sg,FALSE,FALSE
2551,None,SEA Pte. Ltd.,1/1/1900 0:00,None,Singapore,409051,65,65,31/12/2099,199,IC number,API,4/2/2025 0:00,200,199,Prefer to not say,199,None,jeffryzhou.2021@scis.smu.edu.sg,TRUE,FALSE
2552,None,NTUC Fairprice Co-operative Limited,1/1/1900 0:00,None,Singapore,629117,65,65,31/12/2099,199,IC number,API,5/2/2025 0:00,200,199,Prefer to not say,199,None,jeffryzhou.2021@scis.smu.edu.sg,TRUE,TRUE
