TRANSACTIONID,ACCOUNTFROM,ACCOUNTTO,BANKIDFROM,BANKIDTO,TRANSACTIONAMOUNT,EXCHANGERATE,TRANSACTIONDATE,TRANSACTIONTYPE,INTERIMBALANCE,ACCOUNTTO_INTERIMBALANCE,CURRENCY,QUOTECURRENCY,PAYMENTMODE,OVERRIDEFLAG,NARRATIVE
416846,4940,5037,29,29,130.0,1.0,2024-11-09 16:53:06,301,7978.34,14964.99,SGD,SGD,Cash,False,Got new shoes!!
416847,4940,0,29,0,0.05,1.0,2024-11-09 16:53:06,153,7978.34,14964.99,SGD,SGD,Cash,True,Got new shoes!!
416848,4955,0,29,0,1000.0,1.0,2024-11-09 16:53:53,100,1732993.25,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer
416849,4955,0,29,0,1000.0,1.0,2024-11-09 16:53:53,100,1731993.25,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer
416850,0,5308,0,0,0.0,1.0,2024-11-09 16:53:54,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
416851,4940,5037,29,29,30.0,1.0,2024-11-09 16:54:18,301,7948.29,14994.99,SGD,SGD,Cash,False,ee
416852,4940,0,29,0,0.05,1.0,2024-11-09 16:54:18,153,7948.29,14994.99,SGD,SGD,Cash,True,ee
416853,4955,0,29,0,1202.0,1.0,2024-11-09 16:55:14,100,1730791.25,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer
416854,4955,0,29,0,1000.0,1.0,2024-11-09 16:56:35,100,1729791.25,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer
416855,4940,5037,29,29,10.0,1.0,2024-11-09 16:57:10,301,7938.24,15004.99,SGD,SGD,Cash,False,122
416856,4940,0,29,0,0.05,1.0,2024-11-09 16:57:10,153,7938.24,15004.99,SGD,SGD,Cash,True,122
416857,4955,0,29,0,1000.0,1.0,2024-11-09 16:57:56,100,1728791.25,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer
416858,4940,5037,29,29,20.0,1.0,2024-11-09 16:58:30,301,7918.19,15024.99,SGD,SGD,Cash,False,ok
416859,4940,0,29,0,0.05,1.0,2024-11-09 16:58:30,153,7918.19,15024.99,SGD,SGD,Cash,True,ok
416860,4955,0,29,0,1000.0,1.0,2024-11-09 17:00:10,100,1727791.25,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer
416861,4940,5037,29,29,122.0,1.0,2024-11-09 17:00:22,301,7796.14,15146.99,SGD,SGD,Cash,False,111
416862,4940,0,29,0,0.05,1.0,2024-11-09 17:00:22,153,7796.14,15146.99,SGD,SGD,Cash,True,111
416863,0,5309,0,0,0.0,1.0,2024-11-09 17:01:07,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
416864,4940,5037,29,29,12.0,1.0,2024-11-09 17:02:18,301,7784.09,15158.99,SGD,SGD,Cash,False,ok
416865,4940,0,29,0,0.05,1.0,2024-11-09 17:02:18,153,7784.09,15158.99,SGD,SGD,Cash,True,ok
416866,4940,5037,29,29,12.0,1.0,2024-11-09 17:04:49,301,7772.04,15170.99,SGD,SGD,Cash,False,33
416867,4940,0,29,0,0.05,1.0,2024-11-09 17:04:49,153,7772.04,15170.99,SGD,SGD,Cash,True,33
416868,4940,5037,29,29,22.0,1.0,2024-11-09 17:07:04,301,7749.99,15192.99,SGD,SGD,Cash,False,ok
416869,4940,0,29,0,0.05,1.0,2024-11-09 17:07:04,153,7749.99,15192.99,SGD,SGD,Cash,True,ok
416870,4940,5037,29,29,22.0,1.0,2024-11-09 17:08:40,301,7727.94,15214.99,SGD,SGD,Cash,False,111
416871,4940,0,29,0,0.05,1.0,2024-11-09 17:08:40,153,7727.94,15214.99,SGD,SGD,Cash,True,111
416872,4940,5037,29,29,12.0,1.0,2024-11-09 17:15:46,301,7715.89,15226.99,SGD,SGD,Cash,False,ok
416873,4940,0,29,0,0.05,1.0,2024-11-09 17:15:46,153,7715.89,15226.99,SGD,SGD,Cash,True,ok
416874,0,5310,0,0,0.0,1.0,2024-11-09 17:19:46,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
416875,0,5311,0,0,0.0,1.0,2024-11-09 17:21:50,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
416876,4919,4940,29,29,6.91,1.0,2024-11-09 17:39:43,301,7647.6,7722.8,SGD,SGD,Cash,False,1
416877,4919,0,29,0,0.05,1.0,2024-11-09 17:39:43,153,7647.6,7722.8,SGD,SGD,Cash,True,1
416878,4919,4940,29,29,6.91,1.0,2024-11-09 17:42:24,301,7640.64,7729.71,SGD,SGD,Cash,False,2/2 payment
416879,4919,0,29,0,0.05,1.0,2024-11-09 17:42:24,153,7640.64,7729.71,SGD,SGD,Cash,True,2/2 payment
416880,4919,4940,29,29,24.2,1.0,2024-11-09 18:28:56,301,7616.39,7753.91,SGD,SGD,Cash,False,1/1 payment
416881,4919,0,29,0,0.05,1.0,2024-11-09 18:28:56,153,7616.39,7753.91,SGD,SGD,Cash,True,1/1 payment
416882,4919,4940,29,29,8.85,1.0,2024-11-09 18:29:50,301,7607.49,7762.76,SGD,SGD,Cash,False,1/3 payment
416883,4919,0,29,0,0.05,1.0,2024-11-09 18:29:50,153,7607.49,7762.76,SGD,SGD,Cash,True,1/3 payment
416884,4919,4940,29,29,8.85,1.0,2024-11-09 18:29:55,301,7598.59,7771.61,SGD,SGD,Cash,False,1/3 payment
416885,4919,0,29,0,0.05,1.0,2024-11-09 18:29:55,153,7598.59,7771.61,SGD,SGD,Cash,True,1/3 payment
416886,0,5312,0,0,0.0,1.0,2024-11-09 19:00:59,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
416887,0,5313,0,0,0.0,1.0,2024-11-09 19:02:27,200,0.0,0.0,SGD,SGD,Cash,False,deposit account created via API
417529,0,4955,0,29,1000000.0,1.0,2024-11-13 01:29:06,200,0.0,8736681.25,SGD,SGD,Mobile Banking,False,Payment Transfer
417530,0,4955,0,29,1000000.0,1.0,2024-11-13 01:29:07,200,0.0,9736681.25,SGD,SGD,Mobile Banking,False,Payment Transfer
417531,0,4954,0,29,1000000.0,1.0,2024-11-13 01:29:33,200,0.0,1008850.9,SGD,SGD,Mobile Banking,False,Payment Transfer
417532,0,4954,0,29,1000000.0,1.0,2024-11-13 01:29:34,200,0.0,2008850.9,SGD,SGD,Mobile Banking,False,Payment Transfer
417533,0,4954,0,29,1000000.0,1.0,2024-11-13 01:29:35,200,0.0,3008850.9,SGD,SGD,Mobile Banking,False,Payment Transfer
417534,0,4954,0,29,1000000.0,1.0,2024-11-13 01:29:36,200,0.0,4008850.9,SGD,SGD,Mobile Banking,False,Payment Transfer
417535,0,4954,0,29,1000000.0,1.0,2024-11-13 01:29:36,200,0.0,5008850.9,SGD,SGD,Mobile Banking,False,Payment Transfer
417536,0,4954,0,29,1000000.0,1.0,2024-11-13 01:29:37,200,0.0,6008850.9,SGD,SGD,Mobile Banking,False,Payment Transfer
417537,0,4954,0,29,1000000.0,1.0,2024-11-13 01:29:38,200,0.0,7008850.9,SGD,SGD,Mobile Banking,False,Payment Transfer
417538,0,4954,0,29,1000000.0,1.0,2024-11-13 01:29:39,200,0.0,8008850.9,SGD,SGD,Mobile Banking,False,Payment Transfer
417539,0,5008,0,29,1000000.0,1.0,2024-11-13 01:29:58,200,0.0,1009764.74,SGD,SGD,Mobile Banking,False,Payment Transfer
417540,0,5008,0,29,1000000.0,1.0,2024-11-13 01:29:59,200,0.0,2009764.74,SGD,SGD,Mobile Banking,False,Payment Transfer
417541,0,5008,0,29,1000000.0,1.0,2024-11-13 01:30:00,200,0.0,3009764.74,SGD,SGD,Mobile Banking,False,Payment Transfer
417542,0,5008,0,29,1000000.0,1.0,2024-11-13 01:30:00,200,0.0,4009764.74,SGD,SGD,Mobile Banking,False,Payment Transfer
417543,0,5008,0,29,1000000.0,1.0,2024-11-13 01:30:01,200,0.0,5009764.74,SGD,SGD,Mobile Banking,False,Payment Transfer
417544,0,5008,0,29,1000000.0,1.0,2024-11-13 01:30:02,200,0.0,6009764.74,SGD,SGD,Mobile Banking,False,Payment Transfer
417545,0,5008,0,29,1000000.0,1.0,2024-11-13 01:30:03,200,0.0,7009764.74,SGD,SGD,Mobile Banking,False,Payment Transfer
417546,0,5008,0,29,1000000.0,1.0,2024-11-13 01:30:05,200,0.0,8009764.74,SGD,SGD,Mobile Banking,False,Payment Transfer
417547,0,5008,0,29,1000000.0,1.0,2024-11-13 01:30:06,200,0.0,9009764.74,SGD,SGD,Mobile Banking,False,Payment Transfer
417548,0,4953,0,29,1000000.0,1.0,2024-11-13 01:30:29,200,0.0,1007998.35,SGD,SGD,Mobile Banking,False,Payment Transfer
417549,0,4953,0,29,1000000.0,1.0,2024-11-13 01:30:30,200,0.0,2007998.35,SGD,SGD,Mobile Banking,False,Payment Transfer
417550,0,4953,0,29,1000000.0,1.0,2024-11-13 01:30:31,200,0.0,3007998.35,SGD,SGD,Mobile Banking,False,Payment Transfer
417551,0,4953,0,29,1000000.0,1.0,2024-11-13 01:30:31,200,0.0,4007998.35,SGD,SGD,Mobile Banking,False,Payment Transfer
417552,0,4953,0,29,1000000.0,1.0,2024-11-13 01:30:32,200,0.0,5007998.35,SGD,SGD,Mobile Banking,False,Payment Transfer
417553,0,4953,0,29,1000000.0,1.0,2024-11-13 01:30:32,200,0.0,6007998.35,SGD,SGD,Mobile Banking,False,Payment Transfer
417554,0,4953,0,29,1000000.0,1.0,2024-11-13 01:30:33,200,0.0,7007998.35,SGD,SGD,Mobile Banking,False,Payment Transfer
417555,0,4953,0,29,1000000.0,1.0,2024-11-13 01:30:34,200,0.0,8007998.35,SGD,SGD,Mobile Banking,False,Payment Transfer
417556,0,4953,0,29,1000000.0,1.0,2024-11-13 01:30:35,200,0.0,9007998.35,SGD,SGD,Mobile Banking,False,Payment Transfer
417557,0,4953,0,29,1000000.0,1.0,2024-11-13 01:30:35,200,0.0,10007998.35,SGD,SGD,Mobile Banking,False,Payment Transfer
417558,0,4935,0,29,135.46,1.0,2024-11-13 01:32:01,200,0.0,9051.55,SGD,SGD,Deposit,False,StockSymbol = LUMN
417559,4982,0,29,0,5.0,1.0,2024-11-13 01:43:02,100,508145.58,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer
417560,0,5296,0,29,0.5,1.0,2024-11-13 01:43:03,200,0.0,1556.15,SGD,SGD,Mobile Banking,False,Payment Transfer
417561,0,4935,0,29,298.0,1.0,2024-11-13 01:43:23,200,0.0,9349.55,SGD,SGD,Deposit,False,StockSymbol = LUMN
417562,4982,0,29,0,2.0,1.0,2024-11-13 01:43:41,100,508143.58,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer
417563,0,5296,0,29,0.5,1.0,2024-11-13 01:43:41,200,0.0,1556.65,SGD,SGD,Mobile Banking,False,Payment Transfer
417568,4982,0,29,0,200.0,1.0,2024-11-13 01:49:06,100,507943.58,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer
417569,0,5296,0,29,89.5,1.0,2024-11-13 01:49:07,200,0.0,1646.15,SGD,SGD,Mobile Banking,False,Payment Transfer
417570,4982,0,29,0,111.0,1.0,2024-11-13 02:25:03,100,507832.58,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer
417571,0,5296,0,29,0.5,1.0,2024-11-13 02:25:04,200,0.0,1646.65,SGD,SGD,Mobile Banking,False,Payment Transfer
417572,4982,0,29,0,100.25,1.0,2024-11-13 02:50:27,100,507732.33,0.0,SGD,SGD,Mobile Banking,False,-
417573,4982,0,29,0,30.08,1.0,2024-11-13 02:54:09,100,507702.25,0.0,SGD,SGD,Mobile Banking,False,-
417574,4982,0,29,0,471.18,1.0,2024-11-13 02:54:52,100,507231.08,0.0,SGD,SGD,Mobile Banking,False,-
417575,5294,0,29,0,0.05,1.0,2024-11-13 06:37:43,100,11538.0,0.0,SGD,SGD,Mobile Banking,False,-
417576,5294,0,29,0,0.05,1.0,2024-11-13 06:38:15,100,11537.95,0.0,SGD,SGD,Mobile Banking,False,-
417577,4937,0,29,0,0.03,1.0,2024-11-13 06:39:26,100,9324.03,0.0,SGD,SGD,Mobile Banking,False,-
417578,4937,0,29,0,0.03,1.0,2024-11-13 06:40:00,100,9324.01,0.0,SGD,SGD,Mobile Banking,False,-
417579,4937,0,29,0,0.03,1.0,2024-11-13 06:40:22,100,9323.99,0.0,SGD,SGD,Mobile Banking,False,-
417580,4937,0,29,0,0.03,1.0,2024-11-13 06:42:08,100,9323.97,0.0,SGD,SGD,Mobile Banking,False,-
417581,4937,0,29,0,0.03,1.0,2024-11-13 06:42:32,100,9323.95,0.0,SGD,SGD,Mobile Banking,False,-
417582,4937,0,29,0,0.03,1.0,2024-11-13 06:43:17,100,9323.93,0.0,SGD,SGD,Mobile Banking,False,-
417583,4937,0,29,0,0.03,1.0,2024-11-13 06:44:29,100,9323.91,0.0,SGD,SGD,Mobile Banking,False,-
417584,4937,0,29,0,0.03,1.0,2024-11-13 06:45:34,100,9323.89,0.0,SGD,SGD,Mobile Banking,False,-
417585,5294,0,29,0,0.03,1.0,2024-11-13 06:45:51,100,11537.93,0.0,SGD,SGD,Mobile Banking,False,-
417586,5294,0,29,0,0.03,1.0,2024-11-13 06:47:24,100,11537.91,0.0,SGD,SGD,Mobile Banking,False,-
417587,5294,0,29,0,0.03,1.0,2024-11-13 06:49:34,100,11537.89,0.0,SGD,SGD,Mobile Banking,False,-
417588,5294,0,29,0,0.03,1.0,2024-11-13 06:49:47,100,11537.87,0.0,SGD,SGD,Mobile Banking,False,-
417589,5294,0,29,0,0.03,1.0,2024-11-13 06:49:53,100,11537.85,0.0,SGD,SGD,Mobile Banking,False,-
417590,5294,0,29,0,0.25,1.0,2024-11-13 06:50:02,100,11537.6,0.0,SGD,SGD,Mobile Banking,False,-
417591,5294,0,29,0,0.25,1.0,2024-11-13 06:52:33,100,11537.35,0.0,SGD,SGD,Mobile Banking,False,-
417592,5294,0,29,0,0.25,1.0,2024-11-13 06:52:44,100,11537.1,0.0,SGD,SGD,Mobile Banking,False,-
417593,0,4937,0,29,0.98,1.0,2024-11-13 06:53:00,200,0.0,9324.87,SGD,SGD,Mobile Banking,False,deposit
417594,0,5294,0,29,1.95,1.0,2024-11-13 06:53:17,200,0.0,11539.05,SGD,SGD,Mobile Banking,False,deposit
417595,4937,0,29,0,0.05,1.0,2024-11-13 07:01:23,100,9324.82,0.0,SGD,SGD,Mobile Banking,False,-
417596,4937,0,29,0,0.05,1.0,2024-11-13 07:01:41,100,9324.77,0.0,SGD,SGD,Mobile Banking,False,-
417597,4937,0,29,0,0.05,1.0,2024-11-13 07:03:58,100,9324.72,0.0,SGD,SGD,Mobile Banking,False,-
417598,0,4937,0,29,97.5,1.0,2024-11-13 07:06:12,200,0.0,9422.22,SGD,SGD,Mobile Banking,False,deposit
417599,4937,0,29,0,0.05,1.0,2024-11-13 07:08:58,100,9422.17,0.0,SGD,SGD,Mobile Banking,False,-
417600,4937,0,29,0,0.5,1.0,2024-11-13 07:33:26,100,9421.67,0.0,SGD,SGD,Mobile Banking,False,-
417601,0,5294,0,29,7.8,1.0,2024-11-13 07:42:54,200,0.0,11546.85,SGD,SGD,Mobile Banking,False,deposit
417602,5360,0,29,0,0.1,1.0,2024-11-13 08:49:29,100,42268.43,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer
417603,0,4935,0,29,988.35,1.0,2024-11-13 09:01:49,200,0.0,6382.58,SGD,SGD,Deposit,False,StockSymbol = LUMN
417605,0,4935,0,29,988.35,1.0,2024-11-13 09:25:15,200,0.0,6382.58,SGD,SGD,Deposit,False,StockSymbol = LUMN
417606,4995,0,29,0,12.35,1.0,2024-11-13 09:48:57,100,9986.74,0.0,SGD,SGD,Withdrawal,False,StockSymbol = LUMN
417607,0,4995,0,29,12.35,1.0,2024-11-13 09:49:58,200,0.0,9999.09,SGD,SGD,Deposit,False,StockSymbol = LUMN
417611,0,4935,0,29,988.35,1.0,2024-11-13 09:57:08,200,0.0,4405.88,SGD,SGD,Deposit,False,StockSymbol = LUMN
417615,0,4935,0,29,988.35,1.0,2024-11-13 10:10:58,200,0.0,3318.7,SGD,SGD,Deposit,False,StockSymbol = LUMN
417616,4982,0,29,0,1.0,1.0,2024-11-13 10:24:10,100,507230.08,0.0,SGD,SGD,Mobile Banking,False,Bill payment
417617,0,4982,0,29,30.0,1.0,2024-11-13 10:26:07,200,0.0,507260.08,SGD,SGD,Mobile Banking,False,Sold Carbon Credits
417618,5296,0,29,0,10.03,1.0,2024-11-13 10:28:08,100,1636.63,0.0,SGD,SGD,Mobile Banking,False,-
417619,5296,0,29,0,10.03,1.0,2024-11-13 10:28:35,100,1626.61,0.0,SGD,SGD,Mobile Banking,False,-
417620,4982,0,29,0,10.03,1.0,2024-11-13 10:28:50,100,507250.06,0.0,SGD,SGD,Mobile Banking,False,-
417621,0,4982,0,29,1.0,1.0,2024-11-13 10:29:28,200,0.0,507251.06,SGD,SGD,Mobile Banking,False,Payment Transfer
417622,4982,0,29,0,501.25,1.0,2024-11-13 10:31:21,100,506749.81,0.0,SGD,SGD,Mobile Banking,False,-
417623,4935,0,29,0,12.35,1.0,2024-11-13 10:49:45,100,3306.35,0.0,SGD,SGD,Withdrawal,False,StockSymbol = LUMN
417625,0,4935,0,29,49.42,1.0,2024-11-13 10:51:24,200,0.0,3256.94,SGD,SGD,Deposit,False,StockSymbol = LUMN
417627,0,4935,0,29,12.35,1.0,2024-11-13 10:54:07,200,0.0,3170.46,SGD,SGD,Deposit,False,StockSymbol = LUMN
417628,4937,0,29,0,100.25,1.0,2024-11-13 10:57:12,100,9321.42,0.0,SGD,SGD,Mobile Banking,False,-
417629,4937,0,29,0,200.5,1.0,2024-11-13 11:03:04,100,9120.92,0.0,SGD,SGD,Mobile Banking,False,-
417630,4940,5037,29,29,200.0,1.0,2024-11-13 11:11:12,301,4263.42,18057.99,SGD,SGD,Cash,False,Food
417631,4940,0,29,0,0.05,1.0,2024-11-13 11:11:12,153,4263.42,18057.99,SGD,SGD,Cash,True,Food
417632,4919,4940,29,29,40.21,1.0,2024-11-13 11:11:43,301,5733.52,4303.63,SGD,SGD,Cash,False,paying
417633,4919,0,29,0,0.05,1.0,2024-11-13 11:11:43,153,5733.52,4303.63,SGD,SGD,Cash,True,paying
417634,4937,0,29,0,200.5,1.0,2024-11-13 11:25:07,100,8920.42,0.0,SGD,SGD,Mobile Banking,False,-
417635,5294,0,29,0,0.05,1.0,2024-11-13 11:33:02,100,11546.8,0.0,SGD,SGD,Mobile Banking,False,-
417636,4937,0,29,0,0.5,1.0,2024-11-13 11:55:11,100,8919.92,0.0,SGD,SGD,Mobile Banking,False,-
417638,4982,0,29,0,0.5,1.0,2024-11-13 12:06:51,100,506749.31,0.0,SGD,SGD,Mobile Banking,False,-
417639,4982,0,29,0,22.2,1.0,2024-11-13 12:07:07,100,506727.11,0.0,SGD,SGD,Mobile Banking,False,-
417640,0,5296,0,29,9.75,1.0,2024-11-13 12:07:19,200,0.0,1636.36,SGD,SGD,Mobile Banking,False,deposit
417641,4982,0,29,0,0.96,1.0,2024-11-13 12:07:39,100,506726.15,0.0,SGD,SGD,Mobile Banking,False,-
417642,0,5296,0,29,292.5,1.0,2024-11-13 12:07:47,200,0.0,1928.86,SGD,SGD,Mobile Banking,False,deposit
417643,4982,0,29,0,1.28,1.0,2024-11-13 12:08:09,100,506724.87,0.0,SGD,SGD,Mobile Banking,False,-
417644,4987,0,29,0,0.5,1.0,2024-11-13 12:08:47,100,20012.4,0.0,SGD,SGD,Mobile Banking,False,-
417645,4987,0,29,0,0.36,1.0,2024-11-13 12:09:18,100,20012.04,0.0,SGD,SGD,Mobile Banking,False,-
417646,0,5314,0,29,4.88,1.0,2024-11-13 12:09:32,200,0.0,2155.78,SGD,SGD,Mobile Banking,False,deposit
417647,4987,0,29,0,10.0,1.0,2024-11-13 12:09:47,100,20002.04,0.0,SGD,SGD,Mobile Banking,False,-
417648,4987,0,29,0,0.08,1.0,2024-11-13 12:09:55,100,20001.96,0.0,SGD,SGD,Mobile Banking,False,-
417649,4987,0,29,0,0.19,1.0,2024-11-13 12:10:10,100,20001.77,0.0,SGD,SGD,Mobile Banking,False,-
417650,0,4987,0,29,48.75,1.0,2024-11-13 12:10:18,200,0.0,20050.52,SGD,SGD,Mobile Banking,False,deposit
417651,0,4987,0,29,4.24,1.0,2024-11-13 12:10:29,200,0.0,20054.76,SGD,SGD,Mobile Banking,False,deposit
417652,4987,0,29,0,0.58,1.0,2024-11-13 12:10:47,100,20054.18,0.0,SGD,SGD,Mobile Banking,False,-
417653,4987,0,29,0,240.75,1.0,2024-11-13 12:11:37,100,19813.43,0.0,SGD,SGD,Mobile Banking,False,-
417654,4987,0,29,0,16.05,1.0,2024-11-13 12:12:12,100,19797.38,0.0,SGD,SGD,Mobile Banking,False,-
417655,4903,0,29,0,12.5,1.0,2024-11-13 12:12:55,100,19648.13,0.0,SGD,SGD,Mobile Banking,False,-
417656,4903,0,29,0,1.18,1.0,2024-11-13 12:13:09,100,19646.95,0.0,SGD,SGD,Mobile Banking,False,-
417657,0,4903,0,29,2.93,1.0,2024-11-13 12:13:26,200,0.0,19649.88,SGD,SGD,Mobile Banking,False,deposit
417658,5279,0,29,0,1.92,1.0,2024-11-13 12:13:43,100,500014.08,0.0,SGD,SGD,Mobile Banking,False,-
417659,0,5279,0,29,1.41,1.0,2024-11-13 12:13:53,200,0.0,500015.49,SGD,SGD,Mobile Banking,False,deposit
417660,5279,0,29,0,5.75,1.0,2024-11-13 12:14:12,100,500009.74,0.0,SGD,SGD,Mobile Banking,False,-
417661,0,5279,0,29,39.0,1.0,2024-11-13 12:14:25,200,0.0,500048.74,SGD,SGD,Mobile Banking,False,deposit
417662,0,5279,0,29,64.19,1.0,2024-11-13 12:14:35,200,0.0,500112.93,SGD,SGD,Mobile Banking,False,deposit
417663,0,5279,0,29,3.32,1.0,2024-11-13 12:14:43,200,0.0,500116.25,SGD,SGD,Mobile Banking,False,deposit
417664,4903,0,29,0,0.5,1.0,2024-11-13 12:15:07,100,19649.38,0.0,SGD,SGD,Mobile Banking,False,-
417665,5279,0,29,0,1.23,1.0,2024-11-13 12:15:24,100,500115.03,0.0,SGD,SGD,Mobile Banking,False,-
417666,5279,0,29,0,0.08,1.0,2024-11-13 12:15:39,100,500114.95,0.0,SGD,SGD,Mobile Banking,False,-
417667,5279,0,29,0,0.19,1.0,2024-11-13 12:15:58,100,500114.76,0.0,SGD,SGD,Mobile Banking,False,-
417668,0,5279,0,29,8.66,1.0,2024-11-13 12:16:04,200,0.0,500123.42,SGD,SGD,Mobile Banking,False,deposit
417669,0,5279,0,29,30.81,1.0,2024-11-13 12:16:20,200,0.0,500154.23,SGD,SGD,Mobile Banking,False,deposit
417670,4903,0,29,0,0.8,1.0,2024-11-13 12:16:32,100,19648.58,0.0,SGD,SGD,Mobile Banking,False,-
417671,0,5279,0,29,0.98,1.0,2024-11-13 12:16:42,200,0.0,500155.21,SGD,SGD,Mobile Banking,False,deposit
417672,4903,0,29,0,0.13,1.0,2024-11-13 12:17:00,100,19648.46,0.0,SGD,SGD,Mobile Banking,False,-
417673,0,5279,0,29,1.95,1.0,2024-11-13 12:17:07,200,0.0,500157.16,SGD,SGD,Mobile Banking,False,deposit
417674,4940,5037,29,29,100.0,1.0,2024-11-13 12:21:51,301,4203.58,18157.99,SGD,SGD,Cash,False,food
417675,4940,0,29,0,0.05,1.0,2024-11-13 12:21:51,153,4203.58,18157.99,SGD,SGD,Cash,True,food
417676,4919,4940,29,29,40.21,1.0,2024-11-13 12:22:27,301,5693.26,4243.79,SGD,SGD,Cash,False,paying
417677,4919,0,29,0,0.05,1.0,2024-11-13 12:22:27,153,5693.26,4243.79,SGD,SGD,Cash,True,paying
417678,4982,0,29,0,1300.0,1.0,2024-11-13 12:23:40,100,505424.87,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer
417679,4982,0,29,0,1300.0,1.0,2024-11-13 12:23:41,100,504124.87,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer
417680,0,5296,0,29,67.0,1.0,2024-11-13 12:23:41,200,0.0,1995.86,SGD,SGD,Mobile Banking,False,Payment Transfer
417681,0,5296,0,29,67.0,1.0,2024-11-13 12:23:42,200,0.0,2062.86,SGD,SGD,Mobile Banking,False,Payment Transfer
417682,4982,0,29,0,1300.0,1.0,2024-11-13 12:23:42,100,502824.87,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer
417683,0,5296,0,29,67.0,1.0,2024-11-13 12:23:43,200,0.0,2129.86,SGD,SGD,Mobile Banking,False,Payment Transfer
417684,4987,0,29,0,1300.0,1.0,2024-11-13 12:25:30,100,18497.38,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer
417685,0,5314,0,29,97.0,1.0,2024-11-13 12:25:31,200,0.0,2252.78,SGD,SGD,Mobile Banking,False,Payment Transfer
417686,4953,0,29,0,1000.0,1.0,2024-11-13 12:40:50,100,10006998.35,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer
417687,4953,0,29,0,1000.0,1.0,2024-11-13 12:40:56,100,10005998.35,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer
417689,0,4935,0,29,988.35,1.0,2024-11-13 13:03:35,200,0.0,3961.15,SGD,SGD,Deposit,False,StockSymbol = LUMN
417690,4995,0,29,0,12.35,1.0,2024-11-13 13:38:21,100,9986.74,0.0,SGD,SGD,Withdrawal,False,StockSymbol = LUMN
417691,4987,0,29,0,119.0,1.0,2024-11-13 13:49:03,100,18378.38,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer
417692,0,5314,0,29,107.0,1.0,2024-11-13 13:49:04,200,0.0,2359.78,SGD,SGD,Mobile Banking,False,Payment Transfer
417693,4987,0,29,0,119.0,1.0,2024-11-13 13:49:12,100,18259.38,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer
417694,0,5314,0,29,107.0,1.0,2024-11-13 13:49:13,200,0.0,2466.78,SGD,SGD,Mobile Banking,False,Payment Transfer
417695,4987,0,29,0,10115.0,1.0,2024-11-13 13:49:45,100,8144.38,0.0,SGD,SGD,Mobile Banking,False,Payment Transfer
417696,0,5314,0,29,116.0,1.0,2024-11-13 13:49:46,200,0.0,2582.78,SGD,SGD,Mobile Banking,False,Payment Transfer
417697,0,4987,0,29,30.0,1.0,2024-11-13 13:51:48,200,0.0,8174.38,SGD,SGD,Mobile Banking,False,Sold Carbon Credits
417698,0,4987,0,29,30.0,1.0,2024-11-13 13:51:49,200,0.0,8204.38,SGD,SGD,Mobile Banking,False,Sold Carbon Credits
417699,5047,4496,29,29,18.0,1.0,2024-11-14 09:14:08,302,16112.14,366.0,SGD,SGD,API,False,Zoom Pro account subscription
417700,5047,0,29,0,0.55,1.0,2024-11-14 09:14:08,153,16112.14,366.0,SGD,SGD,API,False,Zoom Pro account subscription
417701,5047,5375,29,29,1000.0,1.0,2024-11-14 09:19:09,401,15112.14,99000.0,SGD,SGD,Mobile Banking,False,Partial loan repayment
417702,0,5047,0,29,9.07,1.0,2024-11-14 09:21:52,200,0.0,15121.21,SGD,SGD,Mobile Banking,False,Interest Accrual for Notional Pooling: 92
417703,5047,5012,29,29,671.55,1.0,2024-11-14 09:27:52,301,14449.11,9203.5,SGD,SGD,Cash,False,Payment for Documentary Collection ID: 11
417704,5047,0,29,0,0.55,1.0,2024-11-14 09:27:52,153,14449.11,9203.5,SGD,SGD,Cash,True,Payment for Documentary Collection ID: 11
417705,5087,4267,33,29,100.0,1.0,2024-11-14 20:52:12,301,26863.0,14349247.46,SGD,SGD,Cash,False,Testing Inter Bank GL Posting
